id,baseline,topic,chapter_mapping,study_tier,mock,question,decision,verification,automatic_flags,fingerprint_matches
q-0376,True,tax.withholding-table,控除項目欄,core,mogi-1,居住者に支払う給与等について、源泉徴収税額表の日額表を使用する典型的なものはどれか。,revise,complete,,True
q-0377,True,tax.withholding-table,控除項目欄,core,,2026年中の給与に係る源泉所得税について、復興特別所得税を含めた合計額の割合として適切なものはどれか。ここでの「所得税額」は復興特別所得税を含める前の金額とする。,revise,complete,,True
q-0378,True,tax.withholding-table,控除項目欄,reinforcement,,居住者が二か所から同時に通常の給与を受ける場合、主たる給与に係る扶養控除等（異動）申告書の提出方法はどれか。従たる給与についての別の申告書の特例は考えない。,revise,complete,,True
q-0379,True,tax.withholding-table,,reinforcement,,主たる勤務先とは別の勤務先から受ける従たる給与について、通常使用する欄はどれか。,retire,retired,,退役：公開対象外
q-0380,True,tax.withholding-table,控除項目欄,reinforcement,,源泉徴収税額表の丙欄が設けられている表について適切なものはどれか。,revise,complete,,True
q-0381,True,tax.withholding-table,控除項目欄,reinforcement,,居住者に支払う給与について、日額表の丙欄を適用する典型例はどれか。,revise,complete,,True
q-0382,True,tax.withholding-table,,reinforcement,,社会保険料等控除後の給与等の金額を求める手順として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0383,True,tax.withholding-table,控除項目欄,core,mogi-2,通勤方法に応じた合理的な運賃等の条件を満たし、全額が法令上非課税となる通勤手当について、源泉徴収税額表へ反映する方法として適切なものはどれか。,revise,complete,,True
q-0384,True,tax.withholding-table,控除項目欄,reinforcement,,半月ごとに支給する通常の給与に使用する税額表として適切なものはどれか。,revise,complete,,True
q-0385,True,tax.withholding-table,,reinforcement,,源泉徴収税額表の日額表に設けられている欄の構成として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0386,True,tax.withholding-table,,reinforcement,,公表されている源泉徴収税額表と復興特別所得税との関係として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0387,True,tax.withholding-table,控除項目欄,reinforcement,,居住者への通常給与（日雇賃金に当たらないもの）について、源泉徴収に用いる表と甲・乙の欄を選ぶために確認する組合せはどれか。,revise,complete,,True
q-0388,True,withholding.declaration-timing,控除項目欄,core,,居住者が主たる勤務先へ提出する給与所得者の扶養控除等申告書について、原則的な提出期限はどれか。,revise,complete,,True
q-0389,True,withholding.declaration-timing,控除項目欄,core,mogi-2,居住者で扶養控除等申告書を提出済みの従業員に、9月10日、申告する扶養親族等の数の異動が生じた。異動後最初の給与支払日は9月25日である。申告書の提出と源泉徴収の対応はどれか。,revise,complete,構造化計算未登録,True
q-0390,True,withholding.table-base,控除項目欄,core,,居住者の月給について、給与明細には非課税通勤手当・本人負担社会保険料等・住民税が記載されている。月額表の金額の行を選ぶために求めるのはどれか。,revise,complete,,True
q-0391,True,withholding.table-base,控除項目欄,core,mogi-2,"居住者の月給で非課税支給はなく、総支給300,000円、本人負担の健康保険・支援金・厚生年金の保険料42,570円、雇用保険料1,500円、住民税12,000円である。月額表に当てる『社会保険料等控除後の給与等の金額』はいくらか。",revise,complete,構造化計算未登録,True
q-0392,True,withholding.table-column,控除項目欄,core,,居住者が主たる勤務先へ扶養控除等申告書を提出した。扶養親族等の数は0人で、通常の月給を受ける。使用する月額表の欄はどれか。,revise,complete,,True
q-0393,True,withholding.table-column,控除項目欄,core,mogi-2,居住者がA社へ主たる給与の扶養控除等申告書を提出し、副業先B社からも通常の月給を受ける。B社へは申告書を提出していない。B社が用いる月額表の欄はどれか。,revise,complete,,True
q-0394,True,bonus.withholding-method,賞与計算のしかた,core,,扶養控除等申告書を提出した居住者への通常の賞与について、源泉徴収税額の求め方はどれか。前月給与の支払があり、社会保険料等控除後の賞与は同控除後の前月給与の10倍以下とする。,revise,complete,,True
q-0395,True,bonus.withholding-method,,core,,賞与を支給するが、前月に普通給与の支払がなかった。源泉所得税について最も適切なものはどれか。,retire,retired,,退役：公開対象外
q-0396,True,exam.scope,試験案内（章外）,core,,給与計算実務能力検定2級で、原則として出題の前提となる法令の基準日はどれか。,revise,complete,,True
q-0397,True,resident-tax.collection-period,控除項目欄,core,,給与からの住民税特別徴収を6月から通常どおり開始し、途中の退職等がない。毎月の所得税の源泉徴収と区別して覚えるべき住民税の徴収期間はどれか。,revise,complete,,True
q-0398,True,resident-tax.collection-period,控除項目欄,core,mogi-3,2026年5月末に2026年度の住民税特別徴収税額通知を受け取った。給与からの特別徴収は継続中で、年度途中の税額変更はない。新年度の通知額へ切り替えるのはいつか。,revise,complete,,True
q-0399,True,resident-tax.notified-amount,控除項目欄,core,,会社は前年分の給与支払報告書を自治体へ提出し、住民税の特別徴収税額通知を受け取った。通知後の月々の給与実務として正しいものはどれか。,revise,complete,,True
q-0400,True,resident-tax.notified-amount,控除項目欄,core,mogi-3,自治体から従業員の住民税特別徴収税額の変更通知が届き、翌月以後の月割額が指定された。翌月の給与担当者の処理として適切なものはどれか。,revise,complete,,True
q-0401,True,tax.dependents,,reinforcement,,2026年分の甲欄で用いる扶養親族等の基本的な数を構成する組合せはどれか。,retire,retired,,退役：公開対象外
q-0402,True,tax.dependents,,reinforcement,,甲欄を用いる給与受給者本人が一般の障害者に該当する場合、扶養親族等の数はどう扱うか。,retire,retired,,退役：公開対象外
q-0403,True,tax.dependents,,reinforcement,,同一生計の16歳未満の扶養親族が一般の障害者に該当する場合、扶養親族等の数はどう扱うか。,retire,retired,,退役：公開対象外
