id,change,fields,reason,merged_into,approval
q-0388,修正,explanation question_text source_keys,中途入社・0人でも申告を補足。 論点横断の類似と全模試の初見性・範囲の監査は別途未完了。,,complete
q-0389,修正,choices distractor_feedback explanation question_text source_keys,模試は具体日付への適用に変更。 論点横断の類似と全模試の初見性・範囲の監査は別途未完了。,,complete
q-0390,修正,explanation question_text source_keys,金額の行と甲欄人数列を分けて説明。 論点横断の類似と全模試の初見性・範囲の監査は別途未完了。,,complete
q-0391,修正,distractor_feedback explanation question_text source_keys,金額の行を選ぶ計算に本人負担を明記し全誤答理由を補足。 論点横断の類似と全模試の初見性・範囲の監査は別途未完了。,,complete
q-0392,修正,explanation question_text source_keys,扶養0と申告未提出の混同を防止。 論点横断の類似と全模試の初見性・範囲の監査は別途未完了。,,complete
q-0393,修正,distractor_feedback explanation question_text source_keys,模試に居住者・月給・B社未提出を補足。 論点横断の類似と全模試の初見性・範囲の監査は別途未完了。,,complete
q-0394,修正,explanation question_text source_keys,通常手順の前提である申告書と10倍以下を明記。 論点横断の類似と全模試の初見性・範囲の監査は別途未完了。,,complete
q-0395,退役,,本文・全肢・正答・解説を確認。B特例は法令上妥当、A0%固定/C無徴収/D住民税率は誤り。ただし主催者は1級の特例として掲げ、公式2026年2級本文も未入手のため2級模試に置く根拠不足。元問を退役して別ID837の通常賞与の適用欄判断へ差替え。技能は異なるため統合先とせず、習熟は移行しない。開始済み模試は従前の問題と資料のスナップショットで採点する。,,retired
q-0396,修正,explanation role source_keys,公式教材未記載改正を解答に影響させない条件を補足。 論点横断の類似と全模試の初見性・範囲の監査は別途未完了。,,complete
q-0397,修正,explanation question_text source_keys,通常開始と期間中在籍を限定。 論点横断の類似と全模試の初見性・範囲の監査は別途未完了。,,complete
q-0398,修正,distractor_feedback explanation question_text source_keys,模試は通知受領後の具体年度切替へ変更。 論点横断の類似と全模試の初見性・範囲の監査は別途未完了。,,complete
q-0399,修正,explanation question_text source_keys,会社は控除するだけとの過度な説明を修正し届出事務も説明。 論点横断の類似と全模試の初見性・範囲の監査は別途未完了。,,complete
q-0400,修正,choices distractor_feedback explanation question_text source_keys,模試は当初通知の復唱から変更通知の適用へ変更。 論点横断の類似と全模試の初見性・範囲の監査は別途未完了。,,complete
q-0401,退役,,基本人数は源泉配偶者＋源泉親族。A年齢不問・B同一生計を別加算・C16歳未満を基本人数へは不可。 本文・全肢・説明を照合しq-0349へ統合。旧履歴保持・習熟の自動移行なし。,q-0349,retired
q-0402,退役,,本人障害者1加算。A乙へ・B配偶者のみ・D無反映は不可。一般と特別でも本人加算は1と統合先で学べる。 本文・全肢・説明を照合しq-0354へ統合。旧履歴保持・習熟の自動移行なし。,q-0354,retired
q-0403,退役,,16歳未満は基本0、一般障害者1加算。A全0・B基本のみ・D基本含む追加2は不一致。 本文・全肢・説明を照合しq-0353へ統合。旧履歴保持・習熟の自動移行なし。,q-0353,retired
q-0404,修正,explanation question_text source_keys,年末調整の計算技能を要求せず制度の役割に限定。 全模試の類似・範囲と全必要技能の監査は別途未完了。,,complete
q-0405,退役,,Cの給与範囲、A現物除外・B給料除外・D賞与除外は不適切。360と361の説明で金銭・現物と非課税例外を学ぶ。 本文・全肢・説明を照合しq-0361へ統合。旧履歴保持・習熟の自動移行なし。,q-0361,retired
q-0406,修正,choices explanation question_text source_keys,各非課税条件を満たす前提と割増算定とは別の判断を説明。 全模試の類似・範囲と全必要技能の監査は別途未完了。,,complete
q-0407,退役,,B合理的運賃15万円上限。A10万・C5万・D給与10%は違う。 本文・全肢・説明を照合しq-0252へ統合。旧履歴保持・習熟の自動移行なし。,q-0252,retired
q-0408,修正,explanation question_text source_keys,模試253を事前解放せず、通常演習にも超過部分の判断を確保。 全模試の類似・範囲と全必要技能の監査は別途未完了。,,complete
q-0409,修正,explanation question_text source_keys,駐車場等がない基礎区分の判断と限定。 全模試の類似・範囲と全必要技能の監査は別途未完了。,,complete
q-0410,退役,,通常C全課税。A4200・B15000・D7300は距離不一致。元問の障害特例条件不足を補った統合先へ。 本文・全肢・説明を照合しq-0250へ統合。旧履歴保持・習熟の自動移行なし。,q-0250,retired
q-0411,修正,explanation question_text,本人の負担・場所・支払われるべき日・過去差額を限定。 全模試の類似・範囲と全必要技能の監査は別途未完了。,,complete
q-0412,修正,explanation question_text source_keys,模試363へ事前解放せず通常演習にも旅費基礎を確保。 全模試の類似・範囲と全必要技能の監査は別途未完了。,,complete
q-0413,修正,choices explanation source_keys,結婚祝と災害見舞の根拠を分けて確認。 全模試の類似・範囲と全必要技能の監査は別途未完了。,,complete
q-0414,退役,,C会社が給与から控除して自治体納入。A税務署・B本人直接・D預金引落一般は給与特別徴収の定義でない。 本文・全肢・説明を照合しq-0399へ統合。旧履歴保持・習熟の自動移行なし。,q-0399,retired
q-0415,退役,,B6〜翌5月。A4〜3・C1〜12・D7〜6は不一致。 本文・全肢・説明を照合しq-0272へ統合。旧履歴保持・習熟の自動移行なし。,q-0272,retired
q-0416,退役,,B自治体→会社5/31。A逆方向・C年金6/30・D税務署4/30は違う。 本文・全肢・説明を照合しq-0366へ統合。旧履歴保持・習熟の自動移行なし。,q-0366,retired
q-0417,退役,,通常D翌10日。A当月末・B翌15・C翌5は違う。納期特例を除いた統合先へ。 本文・全肢・説明を照合しq-0368へ統合。旧履歴保持・習熟の自動移行なし。,q-0368,retired
q-0418,退役,,通常D初回6月。A1月・B最終5月・C12月は違う。途中開始等を除いた統合先へ。 本文・全肢・説明を照合しq-0369へ統合。旧履歴保持・習熟の自動移行なし。,q-0369,retired
q-0419,修正,explanation question_text source_keys,所得割・前年所得・徴収期間を区別し退職所得を限定。 全模試の類似・範囲と全必要技能の監査は別途未完了。,,complete
